1076,8、 維妮感覺「有了新的繩子緊緊牽著她，把她和狄家人牢牢繫在一起。」請推測維妮所說的意思最可能是什麼？,(1) 狄家人是朋友，她愛他們,(2) 穿黃色西裝陌生人是壞人,(3) 為保守狄家人祕密不得不,(4) 咄咄逼人的警官造就如此
1071,9、 在全書的描述中可確切了解每個狄家人對生命意義和自我價值的看法，如果再重來一次，最有可能再次喝下生命泉水的人應是下列何者？,(1) 和狄家人間特別的關係和愛,(2) 一起對抗黃色西裝的陌生人,(3) 狄傑西所提議的十七歲之約,(4) 若洩漏神祕泉水祕密的詛咒
1084,10、 警官每分鐘就查看一次梅伊，使得狄家人難以搶救梅伊，警官如此頻繁地查看的原因是甚麼？,(1) 麥斯,(2) 傑西,(3) 梅伊,(4) 達克
1072,2、 在全書的描述中可確切了解每個狄家人對生命意義和自我價值的看法，如果再重來一次，最有可能再次喝下生命泉水的人應是下列何者？,(1) 為了保守神秘泉水祕密,(2) 為了逃脫傅家嚴格生活,(3) 改變自己讓一切都不同,(4) 和狄家人之間深厚情感
1068,4、 在此書中維妮對狄家人的好感由哪些方面看不出來？,(1) 以家庭為重，不惜任何代價,(2) 渴望能改變一成不變的生活,(3) 人生在世，應該對社會有益,(4) 萬物自有循環，不該去破壞
1061,9、 黃色西裝陌生人從狄家人那裡偷走了什麼？,(1) 在傅家欄杆草地上閉眼休息著的大蟾蜍,(2) 陌生人出現在傅家門口似乎在尋找什麼,(3) 狄梅伊前往小樹林和她的兩個兒子碰面,(4) 在傅維妮腦海中盤旋著的離家出走念頭
1066,10、 達克在看到維妮的墳墓後，對著墳墓敬禮並大喊「好女孩」，根據你對整篇故事的描述，達克所說的「好女孩」最主要應是稱讚維妮甚麼呢？,(1) 維妮,(2) 傑西,(3) 馬匹,(4) 小船
1062,4、 討厭被家人管束而一直想離家的維妮，在歷經和狄家人的那段奇妙際遇後終於體認到下列何者？,(1) 衣沾不足惜，但始願無違,(2) 誰知盤中飧，粒粒皆辛苦,(3) 一寸光陰一寸金，寸金難買寸光陰,(4) 樹欲靜而風不止，子欲養而親不待
1085,9、 在麥斯救梅伊的計畫中有個容易被警官發現的缺失，下列哪一個不是維妮涉險救梅伊的原因？,(1) 生死都是生命的一環,(2) 長生不老是終極目標,(3) 無法改變就只能接受,(4) 大自然的偉大和神奇
1064,10、 在本書中，狄家人喝了小樹林中神祕泉水後有了不可思議的結果，下列何者是神祕泉水的功效也是黃色西裝陌生人想要得到它的原因？,(1) 能夠得到高深的巫術和魔法,(2) 可以長生不老也永不會受傷,(3) 成為小樹林中小精靈的一員,(4) 擁有一根魔杖或能嫁給王子
1079,2、 對於傅家小樹林，作者以「東西屬於你的時候，似乎無趣極了──除非不是你的」來描述維妮對小樹林的看法，下列何者不適宜用來解釋這種應該珍惜感恩的心態？,(1) 蟾蜍,(2) 監牢,(3) 樂音,(4) 樹林
1075,5、 麥斯的太太認為麥斯把靈魂賣給了惡魔，因此帶走兩個孩子離開了麥斯，她如此認定的原因是甚麼？,(1) 福無雙至，禍不單行,(2) 得一次教訓學一次乖,(3) 腳踏實地，認真負責,(4) 一言既出，駟馬難追
